source,author,date,text,sentiment_label,sentiment_score,has_action_keywords,keyword_count,engagement
facebook,unknown,1767179383.0,"Fraksi Partai Gerindra menilai wacana pilkada melalui DPRD bukanlah langkah mundur demokrasi, melainkan upaya menyempurnakan sistem demokrasi agar bekerja lebih efektif dan berpihak kepada rakyat. Baca di sini: ~TA Gerindra Pilkada DPRD",Netral,0.9170074462890624,True,2,489.0
facebook,unknown,1765261002.0,"Viktor Silaen: Wacana Pilkada Dipilih DPRD Layak Dikaji Secara Objektif, Jangan Ditolak Secara Emosional Anggota DPRD Sumut Viktor Silaen SE MM menilai usulan Presiden Prabowo Subianto dan Ketua Umum Partai Golkar Bahlil Lahadalia, agar pemilihan kepala daerah dilakukan melalui DPRD, bukan secara langsung, merupakan wacana yang layak dikaji secara objektif, mendalam dan rasional, jangan ditolak secara emosional. ""Mekanisme pemilihan kepala daerah melalui DPRD ini berpotensi besar menekan anggaran daerah, memperkecil politik uang, serta meningkatkan kualitas kepemimpinan di daerah,"" ujar Viktor Silaen kepada wartawan, Selasa (9/12/2025), melalui telepon dari Medan. Bahkan yang terpenting, tambah Viktor, bukan siapa yang memilih, tetapi apakah sistem itu mampu menghasilkan pemimpin yang berkualitas dan efektif bekerja, sehingga usulan ini layak dikaji secara terbuka. Seperti diketahui, ujar Viktor, Pilkada langsung membutuhkan anggaran yang sangat besar dan sering membebani daerah, karena harus menghabiskan ratusan miliar rupiah hanya untuk satu kali pemilihan. “Dengan pemilihan melalui DPRD, beban anggaran bisa ditekan. Dana ratusan miliar itu bisa dialihkan untuk pembangunan, pendidikan, infrastruktur, atau penanganan bencana yang lebih mendesak bagi rakyat,” kata Viktor sembari menambahkan, efisiensi anggaran merupakan alasan logis yang tidak boleh diabaikan dalam kajian sistem politik ke depan. Selain efisiensi, Viktor menilai mekanisme pemilihan oleh DPRD berpotensi menekan praktik politik uang yang selama ini masif dalam Pilkada langsung. Transaksi politik berskala besar bisa berkurang, konflik horizontal antarpendukung yang selalu muncul dalam Pilkada langsung, bisa diminimalisir. Politisi Partai Golkar Sumut ini menegaskan, pemimpin yang dipilih melalui DPRD tetap memiliki legitimasi, selama prosesnya transparan dan sesuai undang-undang. Namun demikian, katanya, meski melihat banyak kelebihan, tidak menutup mata bahwa perubahan sistem ini tetap memerlukan perbaikan budaya politik di legislatif, dengan memperkuat integritas DPRD, prosesnya harus transparan, akuntabel dan membuka ruang partisipasi publik. Viktor menyimpulkan DPRD Sumut pada prinsipnya terbuka terhadap kajian nasional mengenai mekanisme pemilihan kepala daerah. Jika sistem baru terbukti lebih efisien, lebih stabil dan menghasilkan pemimpin daerah yang lebih berkualitas, tidak ada salahnya dibahas demi kepentingan rakyat, bukan kepentingan politik sesaat.(*) PilkadaLangsung PilkadaDPRD PresidenRI PrabowoSubianto BahlilLahadalia DPRDSumut ViktorSilaen SNN SIBNewsNetWork",Netral,0.9582723379135132,True,5,19.0
facebook,unknown,1766964623.0,"Pilkada DPRD dan Masa Depan Kedaulatan Rakyat Oleh: Andi Dahrul Wacana mengembalikan pemilihan kepala daerah (Pilkada) ke DPRD kembali menguat. Di permukaan ia tampak sebagai upaya efisiensi anggaran dan stabilitas politik. Namun di lapisan yang lebih dalam, perdebatan ini menyentuh jantung demokrasi kita: siapa sesungguhnya pemilik sah kekuasaan—rakyat atau elite politik? Jean-Jacques Rousseau telah mengingatkan sejak awal demokrasi modern: “La souveraineté ne peut être représentée, pour la même raison qu’elle ne peut être aliénée.” Kedaulatan tidak dapat diwakilkan, sebagaimana ia tidak dapat dialihkan. (Du Contrat Social, Buku II, Bab I, hlm. 64, Édition Garnier, 1964) Ketika hak rakyat memilih pemimpin daerah dipindahkan sepenuhnya ke DPRD, yang terkikis bukan sekadar prosedur, melainkan hakikat kedaulatan itu sendiri. Robert A. Dahl menempatkan partisipasi luas dan kompetisi terbuka sebagai fondasi demokrasi: “A key characteristic of a democracy is the continued responsiveness of the government to the preferences of its citizens, considered as political equals.” Ciri utama demokrasi adalah respons berkelanjutan pemerintah terhadap preferensi warga sebagai pihak yang setara secara politik. (Polyarchy: Participation and Opposition, hlm. 1, Yale University Press, 1971) Pilkada langsung memenuhi dua prinsip tersebut. Pilkada melalui DPRD, sebaliknya, mempersempit partisipasi rakyat dan mendorong demokrasi ke arah oligarki perwakilan, di mana keputusan strategis dipusatkan pada segelintir elite politik. John Locke menegaskan bahwa kekuasaan hanya sah bila bersumber dari persetujuan rakyat: “The power of the society… can never be supposed to extend farther than the common good.” Kekuasaan politik tidak boleh melampaui kepentingan umum. (Second Treatise of Government, §131, hlm. 357, Cambridge Edition, 1988) Pilkada langsung merupakan bentuk konkret consent of the governed di tingkat lokal. Menghapusnya berarti mengganti legitimasi sosial dengan legitimasi prosedural elite. Max Weber mengingatkan bahwa stabilitas kekuasaan berdiri di atas legitimasi: “Every system of authority attempts to establish and cultivate the belief in its legitimacy.” Setiap sistem kekuasaan berusaha menanamkan keyakinan atas legitimasinya. (Economy and Society, Vol. I, hlm. 212, University of California Press, 1978) Tanpa mandat rakyat, kepemimpinan daerah akan rapuh sejak dari awal. Pemerintah mengalokasikan sekitar Rp71,3 triliun untuk Pemilu 2024 yang mencakup Pilkada di banyak daerah. Biaya besar ini sering dijadikan alasan utama untuk mencari sistem yang “lebih murah”. Demokrasi memang leaving expensive. Ia bukan pengeluaran biasa, melainkan investasi legitimasi. Pengalaman Indonesia menunjukkan bahwa Pilkada langsung tetap menghadirkan partisipasi puluhan juta warga. Modal sosial inilah yang tidak dapat digantikan oleh keputusan DPRD. Ironisnya, berbagai laporan lembaga antikorupsi menunjukkan bahwa dana hibah Pilkada dari APBD rawan disalahgunakan. Masalahnya bukan pada sistem langsung, melainkan pada tata kelola politik dan pendanaan kampanye yang belum sehat. Teori public choice memperingatkan: semakin kecil lingkar pengambil keputusan, semakin besar peluang rent-seeking dan transaksi tertutup. Memindahkan Pilkada ke DPRD tidak menghilangkan biaya politik; ia hanya memindahkannya ke ruang yang lebih gelap dan sulit diawasi publik. Pasal 1 ayat (2) UUD 1945 menegaskan: “Kedaulatan berada di tangan rakyat dan dilaksanakan menurut Undang-Undang Dasar.” Pilkada langsung adalah pengejawantahan paling nyata prinsip tersebut di tingkat lokal. Menariknya kembali ke DPRD berarti mempersempit makna kedaulatan yang diperjuangkan sejak Reformasi. Demokrasi memang mahal, berisik, dan melelahkan. Namun demokrasi yang dipermudah dengan mengurangi peran rakyat jauh lebih mahal biayanya: krisis legitimasi, defisit kepercayaan, dan menjauhnya negara dari warga. Ketika hak rakyat memilih pemimpin daerah ditarik kembali ke tangan elite, kita tidak sedang menyempurnakan demokrasi. Kita sedang mengubah arah sejarah politik Indonesia. Dan pada titik itulah pertanyaan mendasarnya muncul: apakah kita menginginkan demokrasi yang efisien bagi elite, atau demokrasi yang bermakna bagi rakyat?",Netral,0.9728696942329408,True,6,17.0
facebook,unknown,1767067208.0,"Peta Politik di DPR Saat Ini: Fraksi Pendukung Pilkada Lewat DPRD Bakal Menang TRIBUNVIDEO.COM - Wacana Partai Golkar mengusulkan Pilkada dilakukan melalui Dewan Perwakilan Rakyat Daerah (DPRD) bisa jadi terlaksana. Hal itu merujuk dari peta politik sikap fraksi (perpanjangan tangan partai politik) yang ada di DPR RI. Hingga saat ini mayoritas fraksi di DPR tampaknya setuju pemilihan kepala daerah (Pilkada) melalui DPRD. Kepala daerah dimaksud adalah bupati, wali kota, dan gubernur. Pada masa Orde Baru hingga sebelum Reformasi, kepala daerah dipilih oleh DPRD. Pilkada langsung oleh rakyat dengan mencoblos gambar calon kepala daerah di TPS (tempat pemungutan suara) baru pertama kali digelar pada Juni 2005 hingga Pilkada 2024 lalu. Pilkada via DPRD dilakukan dengan merevisi UU Pilkada. Jika mayoritas fraksi di Dewan setuju maka Pilkada di tahun mendatang akan dilakukan melalui DPRD. Peta politik di DPR yang setuju Pilkada via DPRD DPR RI Periode 2024–2029 terdiri dari 8 fraksi dengan jumlah anggota 580 orang. -PKB = 68 Anggota DPR (11,72 persen dari 580 total anggota DPR) -Gerindra = 86 Anggota DPR (14,83 persen dari 580 total anggota DPR) -PDI-P = 110 Anggota DPR (18,97 persen dari 580 total anggota DPR) -Golkar = 102 Anggota DPR (17,59 persen dari 580 total anggota DPR) -NasDem = 69 Anggota DPR (11,90 persen dari 580 total anggota DPR) -PKS = 53 Anggota DPR (9,14 persen dari 580 total anggota DPR) -PAN = 48 Anggota DPR (8,28 persen dari 580 total anggota DPR) -Demokrat = 44 Anggota DPR (7,59 persen dari 580 total anggota DPR) Saat ini ada 4 partai yang setuju Pilkada via DPRD yakni Partai Golkar, PKB, Partai Gerindra, dan PAN. Jika empat partai itu kompak di DPR maka suaranya mencapai 304 anggota atau sekitar 52,4 persen dari total 580 anggota dewan. Maka apabila dilakukan voting pemilihan keputusan dengan suara terbanyak maka usul Pilkada via DPRD bisa terealisasi melalui keputusan di DPR RI. Dengan demikian nantinya rakyat tidak lagi memilih gambar calon kepala daerah di TPS. Anggota DPRD lah yang akan memilih kepala daerah baik gubernur, bupati, dan wali kota. Yang mengejutkan Fraksi Nasdem tampaknya setuju dengan wacana pilkada via DPRD meski partai ini berada di luar pemerintahan. Penulis: Hasanudin Aco BACA ARTIKEL SELENGKAPNYA>> FOTO: Sejumlah Anggota DPR mengikuti Rapat Paripurna ke-5 DPR RI Masa Sidang I Tahun Sidang 2025-2026 di Kompleks Parlemen, Senayan, Jakarta, Selasa (23/9/2025). (Sumber foto: TRIBUNNEWS/IRWAN RISMAWAN).",Netral,0.8561120629310608,True,4,1200.0
facebook,unknown,1767010702.0,"Ketua DPP Partai Gerindra Prasetyo Hadi menilai dukungan partainya terhadap usulan pemilihan kepala daerah melalui DPRD merupakan langkah berani untuk memperbaiki sistem dan mekanisme pilkada yang selama ini berjalan. Menurut Prasetyo, kajian internal partai menunjukkan bahwa pilkada langsung masih memiliki sejumlah kelemahan, terutama tingginya ongkos politik yang kerap menjadi kendala bagi calon kepala daerah, mulai dari bupati, wali kota, hingga gubernur.",Netral,0.9674538969993592,True,1,1.0
facebook,unknown,1767053195.0,Wacana pilkada via DPRD dinilai mengamputasi hak rakyat dan tidak menjawab persoalan money politics,Netral,0.9696239829063416,True,1,407.0
facebook,unknown,1767048335.0,Nasdem menilai pilkada melalui DPRD konstitusional dan selaras Pancasila. Mekanisme ini dinilai bentuk demokrasi perwakilan yang sehat.,Netral,0.9713920950889589,True,3,190.0
facebook,unknown,1767069823.0,"Golkar, Gerindra, PAN, dan PKB Kompak Dukung Pilkada Lewat DPRD",Netral,0.9760052561759948,False,0,162.0
facebook,unknown,1767836998.0,"Silahturahmi dengan Menteri Desa dan Pembangunan Daerah Tertinggal, Bapak Yandri Susanto di kediaman beliau. Menjadi lengkap karena didampingi sahabat baik saya yang selalu ngasi semangat dan nasehat, istri beliau yang juga Bupati Serang Ibu Ratu Rachmatuzakiyah. Turut hadir sahabat-sahabat dari Fraksi PAN DPRD Provinsi Riau, Bang Fairus. Juga anggota Fraksi PAN DPRD Siak, Bapak Ridha Alwis Effendi, Bpk H. Budi Yuwono, dan Bpk Salman Alfarisi. Selain juga ada Sekda beserta Kabag Hukum dan Bapperida, juga saya ajak Penghulu Dayun. Malam tadi kami kompak sekali menyuarakan berbagai kepentingan rakyat Siak. Diantaranya: 1. Nasib puluhan Desa/Kampung dalam kawasan (HTI, HGU, BMN, BUMN) 2. Akses infrastruktur dan hak dasar masyarakat desa/kampung akibat terfragmentasi ijin konsesi. 3. Alokasi Dana Desa/Kampung perlu ditingkatkan, bukan dikurangi 4. Lahan Koperasi Merah Putih yang masih sulit tersedia. 5. Banyaknya Desa/Kampung yang terkena batas 100 meter kanan kiri jalan masuk BMN. Memohon disampaikan untuk bisa mendapatkan diskresi Bapak Presiden karena masalah ini lintas Kabupaten, dengan jumlah terdampak nasib ratusan ribu orang. 6. Memohon bantuan untuk Ambulance Laut bagi Desa/Kampung/Dusun terpencil di Sungai Apit (Teluk Lanus, Mungkal, dll). 7. Memastikan bahwa lahan-lahan HTI, HGU, BMN, dan BUMN dapat diakses dalam bentuk pinjam pakai untuk mendukung ketahanan pangan. Selain mewujudkan kemandirian pangan juga untuk menjadi rantai pasok dapur MBG. 8. Dll berbagai isu krusial lainnya Kami saling berdiskusi hangat, dan tentu sesekali tertumpah tawa mengenang masa-masa Pilkada. Dulu mungkin kami berseberang jalan, namun begitu Pilkada usai, kami akhirnya bergandengan tangan untuk bersama-sama mengisi pembangunan. Kami sudah move on. Semoga yang masih belum, bisa menyusul demi Siak kita...😊",Positif,0.8750038743019104,True,4,753.0
facebook,unknown,1766990016.0,Politikus PDI-P Guntur Romli menolak usulan pemilihan kepala daerah (pilkada) dipilih DPRD. Ia menegaskan PDI-P tetap menginginkan pilkada langsung oleh rakyat.,Netral,0.98076331615448,True,2,160.0
facebook,unknown,1767004553.0,Partai Golkar mengusulkan pilkada lewat DPRD untuk kurangi ongkos politik. Gerindra setuju mendorong perubahan sistem demi efisiensi dan partisipasi publik.,Netral,0.9798352718353271,True,2,125.0
facebook,unknown,1767061664.0,"Ketua Fraksi NasDem DPR RI, Viktor Bungtilu Laiskodat, menilai pilkada melalui DPRD tak bertentangan dengan UUD 1945 serta nilai Pancasila.",Netral,0.993657410144806,False,0,46.0
facebook,unknown,1767866074.0,"Jika begini gelagatnya, prediksi saya Pileg 2029 sistem tertutup (coblos partai), Pilkada 2031 kandidat dipilih DPRD!",Netral,0.9272653460502625,False,0,83.0
