"commentUrl","error","errorDescription","id","likesCount","media/_is__TOnXDTCommentGiphyMediaInfo__0","media/gif_media_id","media/id","media/images/fixed_height/height","media/images/fixed_height/mp4","media/images/fixed_height/mp4_size","media/images/fixed_height/size","media/images/fixed_height/url","media/images/fixed_height/webp","media/images/fixed_height/webp_size","media/images/fixed_height/width","media/is_sticker","media/title","media/username","owner/fbid_v2","owner/full_name","owner/id","owner/is_mentionable","owner/is_private","owner/is_verified","owner/latest_reel_media","owner/profile_pic_id","owner/profile_pic_url","owner/username","ownerProfilePicUrl","ownerUsername","postUrl","replies/0/id","replies/0/likesCount","replies/0/owner/fbid_v2","replies/0/owner/full_name","replies/0/owner/id","replies/0/owner/is_mentionable","replies/0/owner/is_private","replies/0/owner/is_verified","replies/0/owner/latest_reel_media","replies/0/owner/profile_pic_id","replies/0/owner/profile_pic_url","replies/0/owner/username","replies/0/ownerProfilePicUrl","replies/0/ownerUsername","replies/0/repliesCount","replies/0/text","replies/0/timestamp","repliesCount","requestErrorMessages/0","text","timestamp","url"
"https://www.instagram.com/p/DSWjDOHEgap/c/18103429306676463",,,"18103429306676463","0",,,,,,,,,,,,,,,"17841407118520245","Muhammad Zaenal AL Zafir","6961965284","true","false","false","0","3144161836840981768","https://scontent-lax3-2.cdninstagram.com/v/t51.2885-19/359793052_820805195942077_1759647691096371374_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=103&ig_cache_key=GJwBchW9SCKahOoCAK6wooVAhmsYbkULAAAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy44NTkuQzMifQ%3D%3D&_nc_ohc=sIVBJZ9CTPUQ7kNvwF7pJpg&_nc_oc=Adk_f7bB0JsK12XFXZWDa4MnocCCAwXOrvBsrf27dpkm0YQ116QhJtQY1wP5L4rPM0g&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-lax3-2.cdninstagram.com&oh=00_AfpwA8Oa1tl5Rkn51MQAFKJjrmixY6vgIxBDVII6gTJzww&oe=6965E940","zaenal.alzafir","https://scontent-lax3-2.cdninstagram.com/v/t51.2885-19/359793052_820805195942077_1759647691096371374_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=103&ig_cache_key=GJwBchW9SCKahOoCAK6wooVAhmsYbkULAAAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy44NTkuQzMifQ%3D%3D&_nc_ohc=sIVBJZ9CTPUQ7kNvwF7pJpg&_nc_oc=Adk_f7bB0JsK12XFXZWDa4MnocCCAwXOrvBsrf27dpkm0YQ116QhJtQY1wP5L4rPM0g&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-lax3-2.cdninstagram.com&oh=00_AfpwA8Oa1tl5Rkn51MQAFKJjrmixY6vgIxBDVII6gTJzww&oe=6965E940","zaenal.alzafir","https://www.instagram.com/reel/DSWjDOHEgap/",,,,,,,,,,,,,,,,,,"0",,"sehat selalu bapak Ketua LT SI Pusat . saLam dari kami Pemuda Muslim PAC Ciparay Kabupaten Bandung","2025-12-17T05:20:04.000Z",
"https://www.instagram.com/p/DSWjDOHEgap/c/17961640731005678",,,"17961640731005678","0",,,,,,,,,,,,,,,"17841400121404243","Burhanudin Bahar","1551556046","true","false","false","0",,"https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/10471813_297613823765021_1159582305_a.jpg?stp=dst-jpg_e0_tt6&_nc_cat=110&ig_cache_key=GIXJnwAd6j6erQ4BAGHSHUUAAAAAYUULAAAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xNTAuQzMifQ%3D%3D&_nc_ohc=7DRnIaN6BSsQ7kNvwHZ0Aul&_nc_oc=AdkaL6JymrZ_U-kv24w6wmgtBmfDOGzBOVMGrofCmTrNYJvFhRgJBfw52fg8ThkEuFk&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=00_AfpYf3dvxGM3x_6fBNIKd4ygo6lIb252THTWAvy5caV2LQ&oe=6965E3CC","burhan.bahar","https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/10471813_297613823765021_1159582305_a.jpg?stp=dst-jpg_e0_tt6&_nc_cat=110&ig_cache_key=GIXJnwAd6j6erQ4BAGHSHUUAAAAAYUULAAAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xNTAuQzMifQ%3D%3D&_nc_ohc=7DRnIaN6BSsQ7kNvwHZ0Aul&_nc_oc=AdkaL6JymrZ_U-kv24w6wmgtBmfDOGzBOVMGrofCmTrNYJvFhRgJBfw52fg8ThkEuFk&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=00_AfpYf3dvxGM3x_6fBNIKd4ygo6lIb252THTWAvy5caV2LQ&oe=6965E3CC","burhan.bahar","https://www.instagram.com/reel/DSWjDOHEgap/",,,,,,,,,,,,,,,,,,"0",,"Saatnya Kepala Daerah di pilih kembali oleh  DPRD tinggal pengawasan nya kita kawal semua nya","2025-12-17T15:30:58.000Z",
"https://www.instagram.com/p/DSWjDOHEgap/c/18090567878071336",,,"18090567878071336","0",,,,,,,,,,,,,,,"17841404242626083","Verdi Yasin","4288669420","true","false","false","0","2900791752879162211","https://scontent-lax7-1.cdninstagram.com/v/t51.2885-19/298167076_362441942717353_4162261049245665663_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=101&ig_cache_key=GCSrxRGpUz_Xo0kBAH_JuyZfUsM5bkULAAAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy43MjAuQzMifQ%3D%3D&_nc_ohc=UGXlzzK8JhgQ7kNvwG6loKZ&_nc_oc=AdnaDGHRxBwQewBlDaPtgIccOGl1kEaMOHd4MBvVbZacJ0cY9S3EdsTtsVCdcq0ng2o&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-lax7-1.cdninstagram.com&oh=00_AfrvxkLs37uA8EvUgHtAZVAzMHmYROSbBVjFsU_MuIMk-Q&oe=6965D650","verdiyasin0206","https://scontent-lax7-1.cdninstagram.com/v/t51.2885-19/298167076_362441942717353_4162261049245665663_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=101&ig_cache_key=GCSrxRGpUz_Xo0kBAH_JuyZfUsM5bkULAAAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy43MjAuQzMifQ%3D%3D&_nc_ohc=UGXlzzK8JhgQ7kNvwG6loKZ&_nc_oc=AdnaDGHRxBwQewBlDaPtgIccOGl1kEaMOHd4MBvVbZacJ0cY9S3EdsTtsVCdcq0ng2o&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-lax7-1.cdninstagram.com&oh=00_AfrvxkLs37uA8EvUgHtAZVAzMHmYROSbBVjFsU_MuIMk-Q&oe=6965D650","verdiyasin0206","https://www.instagram.com/reel/DSWjDOHEgap/",,,,,,,,,,,,,,,,,,"0",,"Menurut saya, jika di pilih oleh DPRD, tidak objektif dalam pemilihannya,  pasti subjektif!!!","2025-12-28T23:44:14.000Z",
"https://www.instagram.com/p/DSWjDOHEgap/c/17859907770501813",,,"17859907770501813","1",,,,,,,,,,,,,,,"17841402207181785","Bangbazz🇮🇩","2334281572","false","true","false",,"2389386195309636697","https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/118651444_199290611555945_1046464408792070780_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=104&ig_cache_key=GDR6Egdp3hv2QLUAAHz6I9zVyYUObkULAAAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=CfiHsyddXPwQ7kNvwF1zlXC&_nc_oc=Adl5P8iptrM6uXhUUmzNNAFpw9NEOyxWKjdXTrl5P2FvChPPNb8tMPFiY5hxPQpp2Ig&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=00_AfrdQFYXdTuP17RUxM0ypu89otaK9B2ldtz-giyzkiaKxg&oe=6965C874","bangbazz","https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/118651444_199290611555945_1046464408792070780_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=104&ig_cache_key=GDR6Egdp3hv2QLUAAHz6I9zVyYUObkULAAAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=CfiHsyddXPwQ7kNvwF1zlXC&_nc_oc=Adl5P8iptrM6uXhUUmzNNAFpw9NEOyxWKjdXTrl5P2FvChPPNb8tMPFiY5hxPQpp2Ig&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=00_AfrdQFYXdTuP17RUxM0ypu89otaK9B2ldtz-giyzkiaKxg&oe=6965C874","bangbazz","https://www.instagram.com/reel/DSWjDOHEgap/",,,,,,,,,,,,,,,,,,"0",,"Jumlah anggota DPR dan DPRD harus dikurangi 50 persen, agar yg terpilih lebih pintar dan fokus thd apa yg diwakilinya","2025-12-18T03:18:20.000Z",
"https://www.instagram.com/p/DSWjDOHEgap/c/18053349260360016",,,"18053349260360016","0",,,,,,,,,,,,,,,"17841403976821379","Ali Sobirin","4011036560","true","false","false","0","3681452410514846317","https://scontent-lax3-1.cdninstagram.com/v/t51.82787-19/504042204_18373038583132561_2508270647629137192_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=102&ig_cache_key=GNwSCx6RMTFmLkZBAChFeVjdKs8ibmNDAQAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDA4LkMzIn0%3D&_nc_ohc=lpVp8qYyKkAQ7kNvwEoHJTy&_nc_oc=AdnX_Luv-uodjHKwvNHEwDrvroQ59KTHhA6zTnHSZDtAo_8EBkQLaU3IX3zTwL-2YVc&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_gid=Gga2Wm-9eWBMPW4jRex0tQ&oh=00_Afqbyu8jrHJqcaNIqEtwZobe9pz0sBpkl9Xw03tQQO-SQg&oe=6965E3A3","alisobirinjuraganmuda","https://scontent-lax3-1.cdninstagram.com/v/t51.82787-19/504042204_18373038583132561_2508270647629137192_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=102&ig_cache_key=GNwSCx6RMTFmLkZBAChFeVjdKs8ibmNDAQAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDA4LkMzIn0%3D&_nc_ohc=lpVp8qYyKkAQ7kNvwEoHJTy&_nc_oc=AdnX_Luv-uodjHKwvNHEwDrvroQ59KTHhA6zTnHSZDtAo_8EBkQLaU3IX3zTwL-2YVc&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_gid=Gga2Wm-9eWBMPW4jRex0tQ&oh=00_Afqbyu8jrHJqcaNIqEtwZobe9pz0sBpkl9Xw03tQQO-SQg&oe=6965E3A3","alisobirinjuraganmuda","https://www.instagram.com/reel/DSWjDOHEgap/",,,,,,,,,,,,,,,,,,"0",,"Tinggal bagaimana cara mengawasi saja proses nya Prof. @hamdanzoelva_official","2025-12-17T05:57:42.000Z",
"https://www.instagram.com/p/DSWjDOHEgap/c/18086731670050628",,,"18086731670050628","0",,,,,,,,,,,,,,,"17841403800940282","Agus Yahya","3602262698","true","false","false","0","2873790079944853138","https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/291441228_505612447921271_2841396281587989255_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=108&ig_cache_key=GEwKXxF3NFoS2ssBAAf7Kh7dqm4nbkULAAAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy45NTguQzMifQ%3D%3D&_nc_ohc=w5mKj-0fz-wQ7kNvwFBvK1K&_nc_oc=AdlUvl5eZNVLL6vDaRa-pU5xUzWXP3yezj0FFjmAxp68oesVNIC1GcL3EKPYwYWp0tU&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=00_AfofJdNGIuF_BcNMJViYrXktec5AzdnEFSBwGcTmfO_vGg&oe=6965DCA8","agus.yahya46","https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/291441228_505612447921271_2841396281587989255_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=108&ig_cache_key=GEwKXxF3NFoS2ssBAAf7Kh7dqm4nbkULAAAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy45NTguQzMifQ%3D%3D&_nc_ohc=w5mKj-0fz-wQ7kNvwFBvK1K&_nc_oc=AdlUvl5eZNVLL6vDaRa-pU5xUzWXP3yezj0FFjmAxp68oesVNIC1GcL3EKPYwYWp0tU&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=00_AfofJdNGIuF_BcNMJViYrXktec5AzdnEFSBwGcTmfO_vGg&oe=6965DCA8","agus.yahya46","https://www.instagram.com/reel/DSWjDOHEgap/",,,,,,,,,,,,,,,,,,"1",,"Sebauknya kepala daerah sampai kepala desa diisi oleh PNS yang ditunjuk oleh presiden atas ajuan mentri dalam negeri","2025-12-17T06:51:19.000Z",
"https://www.instagram.com/p/DSWjDOHEgap/c/17877837258446401",,,"17877837258446401","0",,,,,,,,,,,,,,,"17841462214730761","Maman Somantri","62246089824","true","true","false",,"3708256439004217120","https://scontent-lax3-1.cdninstagram.com/v/t51.82787-19/538992339_17936617038073825_8797235121840038799_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=102&ig_cache_key=GNNeICDhzwYXQrk-AI_j3cq7DhZ6bmNDAQAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=0Lr3HpgX64oQ7kNvwGlHL6e&_nc_oc=AdmRYOqcEW90XIKQ8icSDbt8daEs34koXpTUBaGI7Mypiq2oqz3VtesO8Kolt-Y4XcM&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_gid=Gga2Wm-9eWBMPW4jRex0tQ&oh=00_AfpZKuKGVGAxBU-ALAaIF1u9GLmNHgCn13X92IxPB0eEOA&oe=6965EE4F","somantri8534","https://scontent-lax3-1.cdninstagram.com/v/t51.82787-19/538992339_17936617038073825_8797235121840038799_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=102&ig_cache_key=GNNeICDhzwYXQrk-AI_j3cq7DhZ6bmNDAQAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=0Lr3HpgX64oQ7kNvwGlHL6e&_nc_oc=AdmRYOqcEW90XIKQ8icSDbt8daEs34koXpTUBaGI7Mypiq2oqz3VtesO8Kolt-Y4XcM&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_gid=Gga2Wm-9eWBMPW4jRex0tQ&oh=00_AfpZKuKGVGAxBU-ALAaIF1u9GLmNHgCn13X92IxPB0eEOA&oe=6965EE4F","somantri8534","https://www.instagram.com/reel/DSWjDOHEgap/",,,,,,,,,,,,,,,,,,"0",,"Di pilih rakyat langsung aja masih pada korupsi dan apalagi d pilih  DPR atau DPRD  bisa JD ajang transaksi jabatan. Tambah gila lagi nan yg Inya , yg hrs gak ada itu DPR dan DPRD Krn mereka semualah yg paling banyak ngabisin anggaran negara","2025-12-17T10:56:35.000Z",
,"no_items","Empty or private data for provided input",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HTTP 404 Not found",,,"https://www.instagram.com/reel/DADIIP8yoPW/"
,"no_items","Empty or private data for provided input",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HTTP 404 Not found",,,"https://www.instagram.com/reel/DTMFBsPE5aA/"
,"no_items","Empty or private data for provided input",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HTTP 404 Not found",,,"https://www.instagram.com/p/DTO_TuoCWPW/"
,"no_items","Empty or private data for provided input",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HTTP 404 Not found",,,"https://www.instagram.com/p/DTAdeEkEir8/"
"https://www.instagram.com/p/DTPPhPQkWQE/c/18087457373025357",,,"18087457373025357","0",,,,,,,,,,,,,,,"17841402013470145","EHP","2081163115","true","true","false",,"2934659836639903216","https://scontent-iad3-2.cdninstagram.com/v/t51.2885-19/308270522_464983375574866_1731574210447826746_n.jpg?stp=dst-webp_s150x150&_nc_cat=103&cb=8438d1d6-aa1c7732&ig_cache_key=GLrVXxJSd_1g5qYBADpf_PORyQcYbkULAAAB1501500w-ccb7-5-cb8438d1d6-aa1c7732&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=SZQqOYFwz-0Q7kNvwHObn-T&_nc_oc=Adl548zDgi_DidovSm1tsKCPZKoKnawMmDFJFj8jOSlMLJBafw7fr48PHDTv-X3PuNI&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-iad3-2.cdninstagram.com&oh=00_AfqkYK9h7XVlYr_h5shC2Ln0OQ-1n-t6Ij6B4DG-OhQa3w&oe=6965D79E","ehp2211","https://scontent-iad3-2.cdninstagram.com/v/t51.2885-19/308270522_464983375574866_1731574210447826746_n.jpg?stp=dst-webp_s150x150&_nc_cat=103&cb=8438d1d6-aa1c7732&ig_cache_key=GLrVXxJSd_1g5qYBADpf_PORyQcYbkULAAAB1501500w-ccb7-5-cb8438d1d6-aa1c7732&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=SZQqOYFwz-0Q7kNvwHObn-T&_nc_oc=Adl548zDgi_DidovSm1tsKCPZKoKnawMmDFJFj8jOSlMLJBafw7fr48PHDTv-X3PuNI&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-iad3-2.cdninstagram.com&oh=00_AfqkYK9h7XVlYr_h5shC2Ln0OQ-1n-t6Ij6B4DG-OhQa3w&oe=6965D79E","ehp2211","https://www.instagram.com/p/DTPPhPQkWQE/",,,,,,,,,,,,,,,,,,"0",,"Bapak demokrasi pak @sb.yudhoyono","2026-01-08T13:36:16.000Z",
"https://www.instagram.com/p/DTPPhPQkWQE/c/17990848838876298",,,"17990848838876298","0",,,,,,,,,,,,,,,"17841401632685484","Ainur Hamim","1631030422","true","false","false","0","2112593045349313651","https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/68809490_531368067602546_5546363351208034304_n.jpg?stp=dst-webp_s150x150&_nc_cat=107&cb=8438d1d6-aa1c7732&ig_cache_key=GBLzGQRyGOrERuMBAAAAAAAVpPhMbkULAAAB1501500w-ccb7-5-cb8438d1d6-aa1c7732&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy41MzguQzMifQ%3D%3D&_nc_ohc=xBLLAQbm4DgQ7kNvwFKf8rL&_nc_oc=Adn55e97YMvmGphgOHlsMRXbiS-BBOoDbO179VjW4qEvpKpGFe9f2BfhUfF4Ymli6KY&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-iad3-1.cdninstagram.com&oh=00_AfpotrMxOjM6djdjjCBXAXzzQG5lf3Xf9p7bkB9HGgU1pA&oe=6965F68B","ainur_hamim","https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/68809490_531368067602546_5546363351208034304_n.jpg?stp=dst-webp_s150x150&_nc_cat=107&cb=8438d1d6-aa1c7732&ig_cache_key=GBLzGQRyGOrERuMBAAAAAAAVpPhMbkULAAAB1501500w-ccb7-5-cb8438d1d6-aa1c7732&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy41MzguQzMifQ%3D%3D&_nc_ohc=xBLLAQbm4DgQ7kNvwFKf8rL&_nc_oc=Adn55e97YMvmGphgOHlsMRXbiS-BBOoDbO179VjW4qEvpKpGFe9f2BfhUfF4Ymli6KY&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-iad3-1.cdninstagram.com&oh=00_AfpotrMxOjM6djdjjCBXAXzzQG5lf3Xf9p7bkB9HGgU1pA&oe=6965F68B","ainur_hamim","https://www.instagram.com/p/DTPPhPQkWQE/",,,,,,,,,,,,,,,,,,"0",,"Kok g sejalan dg pernyataan Andi Mallarangeng belakang ini di media² mainstream yg scr explisit menolak Pilkada tak langsung dan langkah Pak SBY yg mengeluarkan Perpu thn 2014","2026-01-08T13:03:52.000Z",
"https://www.instagram.com/p/DTPPhPQkWQE/c/18095228923937193",,,"18095228923937193","0",,,,,,,,,,,,,,,"17841402920009436","Dika Kreatif","3035489333","true","true","false",,"1626328485494906224","https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/22430159_1456612241121184_7613689036720308224_n.jpg?stp=dst-webp_s150x150&_nc_cat=107&cb=8438d1d6-aa1c7732&ig_cache_key=GM9BVgGgHzX3xywFAAAAAADXQalpbkULAAAB1501500w-ccb7-5-cb8438d1d6-aa1c7732&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4zMjkuQzMifQ%3D%3D&_nc_ohc=Dj-7eua9IIMQ7kNvwFBaPzx&_nc_oc=AdkSkRl4AqZtsBc5YjOJc4YwUSa_RO5g4_4EyboiZRlcPUZ726cnnGte2rsUeFGHLFY&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-iad3-1.cdninstagram.com&oh=00_Afqzz5ajk4f740G1-MwtziK3HlznkAcxlhzhVDaS1kblGQ&oe=6965D8F1","dikakreatif","https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/22430159_1456612241121184_7613689036720308224_n.jpg?stp=dst-webp_s150x150&_nc_cat=107&cb=8438d1d6-aa1c7732&ig_cache_key=GM9BVgGgHzX3xywFAAAAAADXQalpbkULAAAB1501500w-ccb7-5-cb8438d1d6-aa1c7732&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4zMjkuQzMifQ%3D%3D&_nc_ohc=Dj-7eua9IIMQ7kNvwFBaPzx&_nc_oc=AdkSkRl4AqZtsBc5YjOJc4YwUSa_RO5g4_4EyboiZRlcPUZ726cnnGte2rsUeFGHLFY&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-iad3-1.cdninstagram.com&oh=00_Afqzz5ajk4f740G1-MwtziK3HlznkAcxlhzhVDaS1kblGQ&oe=6965D8F1","dikakreatif","https://www.instagram.com/p/DTPPhPQkWQE/",,,,,,,,,,,,,,,,,,"1",,"Abu2 banget nih partai.","2026-01-08T08:05:06.000Z",
"https://www.instagram.com/p/DTPPhPQkWQE/c/18118408930569444",,,"18118408930569444","0",,,,,,,,,,,,,,,"17841404418310662","hanya akun lainnya","4325299277","true","true","false",,"3153515112607496078","https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/362099731_245134475025992_5938551505991527008_n.jpg?stp=dst-webp_s150x150&_nc_cat=102&cb=8438d1d6-aa1c7732&ig_cache_key=GBM0lRVIXk7R8t4AAGBq-IIh_WlSbkULAAAB1501500w-ccb7-5-cb8438d1d6-aa1c7732&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=aOsH_-7XqCUQ7kNvwE7lFmb&_nc_oc=AdnmtnyzEwjzPdbIuAhMjWXRvms8DZvbsenktmBbQONyK--SNv6mQlTNniRUU0QZv34&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-iad3-1.cdninstagram.com&oh=00_AfrP3rIxbM8H-ZsnVKaNuX3opLIFlixop_lr160qU3IqAg&oe=6965CFEB","manusiamulia1234567890","https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/362099731_245134475025992_5938551505991527008_n.jpg?stp=dst-webp_s150x150&_nc_cat=102&cb=8438d1d6-aa1c7732&ig_cache_key=GBM0lRVIXk7R8t4AAGBq-IIh_WlSbkULAAAB1501500w-ccb7-5-cb8438d1d6-aa1c7732&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=aOsH_-7XqCUQ7kNvwE7lFmb&_nc_oc=AdnmtnyzEwjzPdbIuAhMjWXRvms8DZvbsenktmBbQONyK--SNv6mQlTNniRUU0QZv34&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-iad3-1.cdninstagram.com&oh=00_AfrP3rIxbM8H-ZsnVKaNuX3opLIFlixop_lr160qU3IqAg&oe=6965CFEB","manusiamulia1234567890","https://www.instagram.com/p/DTPPhPQkWQE/",,,,,,,,,,,,,,,,,,"0",,"Dorong dorong pembahasan aje bahasa lu pade😂 terlalu teori dan gajelas. Rakyat ga pada goblok . Pilihannya cuma setuju atau enggak. Bukan dukung bahas yg bener atau enggak. Noh contoh pilkada dki kmaren. Kalo lewat dprd yg menang Emil yg kayak bgitu. Kalao lewat rakyat yg menang pak Pram. Itu yang maksud lo berpihak pada rakyat man?","2026-01-08T11:52:20.000Z",
